income,loan_purpose,coop_unit,trem_months,state_clean,first_hoam_loan,gender,age,num_units,credit_score,prop_typ,int_rate
257808,1,2,360,10,2,1,43,1,5,1,4.38
157104,1,2,360,10,2,1,35,1,5,1,4.38
165204,1,2,360,10,2,1,42,1,5,1,4.25
92844,1,2,360,10,2,1,37,1,5,1,4.25
75360,2,2,292,10,2,1,69,1,5,1,4.25
305796,2,2,180,10,2,1,57,1,5,1,3.25
137892,2,2,360,10,2,1,60,1,5,1,4
240408,1,2,180,10,2,3,51,1,5,1,3.25
42828,2,2,180,10,2,1,69,1,5,1,3.25
90396,2,2,180,10,2,1,52,1,5,1,3.25
102000,1,2,360,9,2,1,30,1,5,1,4.38
56700,1,2,360,10,2,1,68,1,5,1,4.13
65052,2,2,360,10,2,1,44,1,5,7,4
79260,1,2,360,10,2,1,33,1,5,1,4.25
124968,1,2,360,10,2,1,56,1,5,7,4
190992,1,2,360,10,2,1,56,1,5,1,4
35880,1,2,360,10,2,1,76,1,5,2,4.38
98376,1,2,180,10,2,1,54,1,5,1,3.25
52788,2,2,180,10,2,2,45,1,3,1,3.5
125334,1,2,360,9,2,1,50,1,3,1,4.25
135000,1,2,360,10,2,2,47,1,3,1,4.5
86004,1,2,360,10,1,1,32,1,4,7,4.13
56052,1,2,360,10,1,2,60,1,4,1,4
61032,2,2,360,10,2,2,53,1,4,1,4.25
48408,2,2,360,10,2,2,41,1,4,1,4.38
33276,1,2,180,10,1,1,24,1,4,1,3.25
294720,1,2,180,10,2,1,50,1,4,1,3.38
103200,1,2,360,10,2,1,39,1,4,1,4.25
266004,2,2,360,10,2,1,44,1,4,1,4.25
67500,1,2,360,10,2,2,63,1,4,1,4.25
35988,1,2,360,10,1,1,24,1,4,1,4.5
111276,1,2,360,10,2,1,34,1,4,1,4.38
399996,1,2,360,10,2,1,61,1,4,1,4
125400,2,2,360,10,2,2,54,1,4,1,4.13
149760,1,2,180,10,1,1,36,1,4,1,3.25
51000,1,2,360,10,1,2,62,1,4,1,4.25
132002,1,2,360,9,2,1,62,1,4,1,4.13
43764,1,2,360,10,1,2,29,1,4,1,4
130692,2,2,360,10,2,1,55,1,4,2,4
89712,1,2,360,10,2,1,32,1,4,2,4.5
124992,2,2,360,10,2,1,39,1,4,1,4.25
32412,1,2,360,10,1,1,23,1,4,1,4.25
222600,1,2,360,9,2,1,46,1,4,1,4
50136,2,2,360,10,2,2,53,1,4,1,4.25
68064,2,2,360,10,2,2,29,1,4,1,4.13
116432,1,2,180,10,2,3,51,1,4,1,3.25
135336,2,2,180,10,2,2,60,1,4,1,3.25
78000,1,2,360,10,1,2,48,1,4,1,4.25
32508,1,2,360,10,2,1,74,1,4,1,4.13
47400,2,2,360,10,2,2,52,1,5,1,4.25
75024,2,2,360,10,2,1,29,1,5,1,4.25
27768,2,2,360,10,2,1,65,1,5,1,4.13
68472,2,2,360,10,2,1,27,1,5,1,4
41976,2,2,360,10,2,1,46,1,5,1,4.38
77868,1,2,360,10,2,2,29,1,5,1,4
145596,1,2,360,10,2,1,43,1,5,1,4
75360,2,2,360,10,2,2,39,1,5,1,4.13
45000,1,2,360,10,1,1,29,1,5,1,4.5
159528,1,2,360,10,2,1,53,1,5,11,4.13
75000,1,2,360,10,1,1,38,1,5,1,4.13
66840,1,2,360,10,2,1,52,1,5,7,3.88
41340,2,2,360,10,2,2,43,1,5,1,4
94596,1,2,360,10,2,1,36,1,5,1,4.13
68256,1,2,360,10,2,1,43,1,5,1,4.25
77520,1,2,360,10,2,2,37,1,5,1,4.13
31200,1,2,360,10,1,1,23,1,5,1,4
36216,1,2,360,10,1,2,25,1,5,1,4.38
114912,2,2,360,10,2,1,54,1,5,1,4.25
110172,2,2,180,10,2,1,45,1,5,1,3.25
207168,1,2,360,10,2,1,39,1,5,1,4
36780,1,2,360,10,1,2,70,1,5,1,4.13
79908,2,2,360,10,2,1,39,1,5,1,4.13
126612,2,2,360,10,2,2,48,1,5,1,4
62052,1,2,360,10,2,2,33,1,5,1,4
122909,2,2,140,10,2,1,52,1,5,6,3.13
114396,1,2,360,10,2,2,33,1,5,1,4.25
44004,1,2,360,10,2,2,43,1,5,1,4
101388,1,2,360,10,2,2,58,1,5,1,4
68616,1,2,180,10,1,1,32,1,5,1,3.25
98964,2,2,360,10,2,1,38,1,5,1,4
66996,1,2,360,10,1,2,28,1,5,1,4.25
100104,2,2,180,10,2,1,36,1,5,6,3.25
150360,2,2,180,10,2,1,48,1,5,1,3.25
51996,2,2,360,10,2,2,50,1,5,1,4.13
206004,1,2,360,10,2,1,45,1,5,1,4.25
91860,1,2,360,10,1,1,35,1,5,1,4.38
110976,1,2,360,10,1,1,37,1,5,1,4
107628,1,2,360,10,1,1,51,1,5,1,4
95000,2,2,360,9,2,1,35,1,5,1,4
56928,2,2,180,10,2,1,33,1,5,1,3.38
129288,1,2,360,10,2,1,66,1,5,1,4
43008,1,2,360,10,1,1,45,1,5,1,4
27804,2,2,360,10,2,2,55,1,5,1,4.13
63408,1,2,360,10,2,2,66,1,5,1,4.13
75000,2,2,360,10,2,2,46,1,5,1,4
76968,1,2,360,10,2,2,44,1,5,1,4.13
28368,1,2,360,10,2,2,71,1,5,7,4.25
61872,1,2,360,10,2,2,38,1,5,1,4.13
68424,1,2,360,10,2,2,64,1,5,1,4
109044,1,2,360,10,2,2,54,1,5,2,4.25
261768,1,2,180,10,2,1,60,1,4,1,3.25
61968,1,2,360,10,1,1,49,1,5,1,4.38
67212,2,2,360,10,2,1,68,1,5,1,4
106992,1,2,360,10,2,1,32,1,5,2,4.25
133992,1,2,360,10,1,1,30,1,5,1,4.13
135060,2,2,180,10,2,1,36,1,5,1,3.25
96320,1,2,360,10,2,1,29,1,5,1,4
74244,2,2,360,10,2,1,36,1,5,1,4.13
97728,1,2,180,10,2,1,68,1,5,1,3.38
143784,1,2,360,10,2,2,36,1,5,1,4.13
88896,1,2,360,10,2,1,58,1,5,1,4.13
201636,1,2,360,10,2,1,50,1,5,1,4.25
99876,1,2,360,10,2,3,51,1,5,6,4
50592,1,2,360,10,1,1,33,1,3,1,4.5
33276,1,2,360,10,1,1,25,1,5,1,4.25
57972,2,2,360,10,2,2,42,1,5,1,4.25
39948,1,2,360,10,2,2,41,1,5,1,4.25
101796,1,2,180,10,2,1,52,1,5,1,3.38
29556,1,2,360,10,2,2,68,1,5,1,4.13
51660,2,2,360,10,2,2,66,1,5,1,4
23265,2,2,155,10,2,2,85,1,5,7,3.5
43248,1,2,360,10,2,2,57,1,5,1,4.38
97795,1,2,360,9,2,1,47,1,5,1,4
43000,2,2,180,9,2,1,56,1,4,1,3.5
296688,2,2,301,10,2,1,39,1,4,1,4.13
109320,1,2,360,10,1,1,30,1,4,1,4.25
166536,2,2,180,10,2,3,42,1,4,1,3.25
208272,2,2,360,10,2,2,43,1,4,1,4.13
111060,2,2,180,10,2,1,61,1,5,1,3.25
167940,2,2,360,10,2,1,38,1,5,1,4.38
89651,2,2,180,10,2,1,48,1,5,1,3.25
60060,2,2,360,10,2,1,62,1,5,1,4.38
92856,2,2,360,10,2,1,33,1,4,1,4
111504,1,2,360,10,2,1,31,1,5,1,4.13
185160,1,2,360,10,2,3,37,1,5,1,4.25
81348,1,2,360,10,2,1,48,1,4,1,4.13
130188,2,2,360,10,2,1,54,1,5,1,4.38
134556,1,2,360,10,2,1,34,1,5,1,4.38
65544,1,2,360,10,2,1,41,1,5,1,4
108372,2,2,132,10,2,1,43,1,5,1,3.25
175056,2,2,360,10,2,1,37,1,4,1,4.25
134820,2,2,360,10,2,1,63,1,5,1,4.13
96276,2,2,180,10,2,1,55,1,5,1,3.25
133692,2,2,300,10,2,1,40,1,5,1,4
94260,2,2,120,10,2,1,52,1,5,1,3.38
138852,1,2,180,10,2,1,49,1,5,1,3.25
72924,2,2,180,10,2,1,65,1,5,1,3.38
89988,1,2,360,10,2,1,38,1,5,1,4.13
106020,1,2,360,10,2,1,36,1,5,1,4.13
85800,2,2,360,10,2,1,41,1,5,1,4.13
125964,2,2,360,10,2,1,60,1,5,2,4.13
60264,2,2,180,10,2,1,69,1,5,1,3.38
107628,2,2,360,10,2,1,40,1,3,1,4.25
59364,1,2,180,10,2,1,29,1,4,1,3.25
26448,1,2,360,10,2,2,66,1,4,1,4.25
43500,1,2,360,10,1,1,24,1,4,1,4.5
58236,1,2,360,10,1,1,27,1,4,1,4.13
36432,1,2,360,10,1,2,27,1,4,1,4
80232,1,2,360,10,2,1,38,1,5,1,4
62028,1,2,360,10,2,1,60,1,5,1,4.13
33648,1,2,360,10,1,2,33,1,5,1,4
102996,2,2,180,10,2,1,49,1,5,1,3.25
41736,1,2,360,10,2,1,31,1,5,1,4.13
87480,2,2,180,10,2,2,24,1,5,1,3.13
73344,1,2,360,10,2,2,39,1,5,7,4.13
65736,2,2,360,10,2,2,67,1,5,1,4.13
71964,2,2,360,10,2,2,60,1,5,1,4
97404,2,2,360,10,2,3,39,1,5,1,4.25
70008,1,2,360,10,1,2,51,1,5,1,4
78996,1,2,180,10,2,1,60,1,5,1,3.25
40000,1,2,180,10,2,2,49,1,5,2,3.38
77040,1,2,360,10,2,1,55,1,5,1,4.13
39012,2,2,360,10,2,2,34,1,3,7,4.13
54012,1,2,360,10,2,1,40,1,5,1,4.38
47676,2,2,120,10,2,1,53,1,4,1,3.25
95040,2,2,360,10,2,1,55,1,5,1,4.25
78372,2,2,360,10,2,1,26,1,4,1,4.38
61680,2,2,360,10,2,1,39,1,5,1,4.13
81000,1,2,180,10,2,1,33,1,5,1,3.25
72996,1,2,360,10,2,1,63,1,5,1,4
85857,2,2,180,10,2,3,52,1,4,1,2.88
81396,1,2,360,10,2,1,54,1,4,1,4.13
159451,1,2,360,9,2,1,38,1,4,1,4.38
83916,2,2,360,10,2,1,46,1,5,1,4.13
102048,1,2,360,10,2,1,27,1,5,1,4.38
144864,2,2,180,10,2,2,32,1,5,1,3.25
35820,1,2,360,10,2,1,66,1,5,1,4.25
80472,1,2,360,10,2,1,62,1,5,1,4.25
174996,1,2,360,10,2,1,40,1,4,7,4.13
114156,2,2,360,10,2,1,46,1,5,1,4.25
76236,1,2,360,10,2,2,33,1,5,1,4.25
49068,1,2,360,10,1,1,25,1,3,1,4.63
80904,2,2,360,10,2,1,42,1,5,1,4.13
80028,2,2,360,10,2,1,41,1,5,1,4.38
70596,1,2,360,10,1,1,30,1,5,1,4.25
147804,2,2,300,10,2,1,55,1,5,1,4.13
66000,1,2,180,10,2,1,62,1,5,1,3.38
107772,1,2,360,10,2,1,32,1,5,1,4.38
134508,1,2,360,10,2,1,35,1,5,1,4.25
168000,1,2,360,10,2,1,36,1,5,1,4
209520,1,2,360,10,2,1,42,1,4,1,4.13
173016,1,2,360,10,2,1,36,1,5,2,4
69996,2,2,360,10,2,1,46,1,5,1,4.25
108000,2,2,360,10,2,1,49,1,5,1,4.13
161100,1,2,360,10,2,1,49,1,5,1,4.13
172032,1,2,360,10,2,1,37,1,5,1,4.13
57724,2,2,180,10,2,1,63,1,5,1,3.5
39096,1,2,180,10,2,1,66,1,5,7,3.38
119904,1,2,360,10,2,1,46,1,5,1,4.38
183312,1,2,360,10,1,1,52,1,5,1,4.25
80736,1,2,180,10,2,1,60,1,5,1,3.25
34020,2,2,360,10,2,1,76,1,5,1,4.13
42636,2,2,360,10,2,1,30,1,3,1,4.38
22572,1,2,360,10,2,2,72,1,3,1,4.25
41193,2,2,360,10,2,2,63,1,4,1,4
148608,1,2,360,10,2,2,53,1,4,1,4.25
74964,2,2,360,10,2,1,50,1,4,1,4
95292,1,2,360,10,2,1,33,1,4,1,4.25
103764,2,2,360,10,2,1,42,1,4,1,4.25
46212,1,2,360,10,1,1,24,1,4,1,4
54012,2,2,360,10,2,1,58,1,5,1,4.38
102420,1,2,360,10,2,1,48,1,5,1,4.25
48504,1,2,360,10,1,1,24,1,5,1,4.38
53016,1,2,360,10,2,2,69,1,5,1,4
39000,2,2,360,10,2,1,35,1,5,1,4.25
51600,2,2,360,10,2,2,32,1,5,7,4.38
103596,2,2,180,10,2,2,44,1,5,1,3.25
99996,1,2,360,10,2,2,41,1,5,1,4
88200,2,2,360,10,2,1,31,1,5,1,4
61944,1,2,360,10,2,1,32,1,5,1,4.25
72804,1,2,360,10,2,1,55,1,5,1,4.25
45000,2,2,360,10,2,1,35,1,5,1,4
39396,1,2,360,10,2,2,48,1,5,1,4.38
38772,1,2,360,10,2,2,54,1,5,1,4.38
106000,2,2,360,10,2,3,62,1,5,11,3.88
40932,1,2,360,10,1,1,73,1,5,1,4
48816,1,2,360,10,2,2,78,1,5,1,4
103500,1,2,360,10,2,1,50,1,5,1,4.38
28884,1,2,360,10,2,1,66,1,5,1,4
183540,1,2,360,10,2,2,40,1,5,1,4.13
143832,2,2,180,10,2,1,35,1,4,1,3.38
35004,1,2,360,10,1,2,24,1,5,6,4.13
48996,1,2,360,10,2,2,56,1,4,1,4.25
148668,1,2,360,10,2,1,35,1,5,1,4.25
49836,1,2,180,10,1,1,55,1,5,1,3.38
50906,1,2,360,10,2,2,35,1,5,7,3.88
29880,2,2,180,10,2,1,64,1,5,1,3.38
39420,1,2,360,10,2,1,45,1,5,1,4.13
25860,1,2,360,10,2,1,58,1,5,1,4
128256,1,2,360,10,1,2,29,1,5,11,4.25
88411,2,2,180,10,2,1,59,1,4,1,3.5
99804,1,2,360,10,2,1,32,1,4,1,4.38
56448,1,2,360,10,2,1,61,1,4,1,4.13
90000,1,2,360,10,2,1,31,1,5,1,4.25
41340,2,2,360,10,2,2,29,1,4,7,4.13
19296,1,2,360,10,2,1,60,1,5,1,4.38
92088,2,2,180,10,2,1,45,1,3,1,3.25
53832,1,2,360,10,1,2,28,1,4,11,4.25
82014,1,2,360,10,2,1,54,1,5,1,4.38
81216,2,2,180,10,2,1,53,1,5,1,3.38
138408,1,2,180,10,2,1,71,1,4,1,3.25
63468,1,2,360,10,1,1,25,1,4,1,4.25
274992,1,2,360,10,2,1,55,1,5,1,4.38
90792,1,2,360,10,2,2,43,1,5,1,4.5
71071,2,2,180,10,2,1,81,1,4,1,3.5
195888,1,2,360,10,2,1,37,1,4,6,4.13
64908,1,2,360,10,1,2,24,1,5,1,4.38
124320,2,2,180,10,2,3,39,1,5,1,3.25
75996,1,2,360,10,2,1,35,1,4,1,4.25
71700,1,2,360,10,1,2,24,1,5,7,4.38
202500,1,2,360,10,2,2,41,1,5,1,4.5
97092,2,2,336,10,2,1,35,1,5,1,3.88
406176,1,2,360,10,2,1,33,1,5,1,4.13
57708,1,2,360,10,2,1,82,1,4,1,4.13
88029,2,2,180,10,2,1,49,1,4,1,3.5
77412,2,2,360,10,2,1,53,1,4,1,4.13
189012,1,2,360,10,2,1,54,1,4,1,4.38
89316,1,2,360,10,1,2,24,1,5,1,4.25
87684,1,2,360,10,1,1,30,1,5,1,4.13
236172,1,2,360,10,2,2,59,1,4,1,4.25
98976,1,2,360,10,2,1,31,1,4,1,4.5
83400,2,2,360,10,2,1,52,1,5,1,4.25
105924,1,2,360,10,2,1,37,1,5,1,4.38
142524,2,2,360,10,2,1,36,1,5,1,4.13
157872,1,2,360,10,2,1,35,1,5,1,4.38
180144,1,2,360,10,2,2,37,1,5,1,4.13
98076,2,2,360,10,2,1,65,1,5,1,4.25
104004,1,2,360,10,2,1,39,1,5,1,4
121968,1,2,360,10,2,1,31,1,5,1,4.13
242376,1,2,180,10,2,1,61,1,5,1,3.38
163608,1,2,360,10,2,1,46,1,5,1,4.13
151692,1,2,360,10,2,1,36,1,5,1,4.25
45768,1,2,360,10,2,1,59,1,5,7,4.25
114156,1,2,360,10,2,1,58,1,5,1,4
164748,2,2,180,10,2,2,35,1,4,1,3.38
193200,1,2,360,10,2,1,42,1,5,1,4
46800,1,2,360,10,1,1,33,1,4,1,4
52344,2,2,360,10,2,1,63,1,5,1,4.13
129120,1,2,360,10,2,1,56,1,5,1,4.13
173340,1,2,360,10,2,1,43,1,5,1,4.13
189324,2,2,360,10,2,1,43,1,4,1,4.13
134424,1,2,360,10,2,1,65,1,5,2,4.25
159996,1,2,360,10,2,1,38,1,5,1,4
98712,1,2,360,10,2,1,36,1,5,1,4.38
108708,2,2,360,10,2,1,46,1,4,1,4.13
111180,1,2,360,10,1,1,27,1,5,1,4.25
126000,2,2,180,10,2,1,35,1,5,1,3.25
106428,1,2,360,10,1,1,43,1,5,1,4.38
239796,1,2,120,10,2,1,46,1,5,1,3.25
81996,2,2,360,10,2,1,38,1,4,1,4
41604,2,2,360,10,2,1,33,1,5,1,4.13
81684,2,2,360,10,2,1,30,1,4,1,4
110160,2,2,360,10,2,1,67,1,5,1,4.25
130236,2,2,180,10,2,1,56,1,5,1,3.25
98964,2,2,360,10,2,3,44,1,5,1,3.88
147192,1,2,360,10,2,1,32,1,5,1,4.13
143556,1,2,360,10,1,1,30,1,5,1,4.25
197394,2,2,180,10,2,1,46,1,5,1,3.13
117984,1,2,180,10,2,1,52,1,5,1,3.25
105000,1,2,360,10,2,1,63,1,5,1,4.13
85032,2,2,300,10,2,1,47,1,5,1,4
275328,2,2,180,10,2,1,69,1,5,1,3.5
151428,1,2,360,10,2,1,39,1,5,11,4.25
104472,1,2,360,10,2,1,40,1,3,1,4.13
88212,1,2,360,10,2,1,29,1,4,1,4.38
114996,2,2,180,10,2,1,40,1,5,1,3.25
71400,1,2,360,10,1,1,27,1,5,2,4.13
67356,1,2,360,10,2,1,42,1,5,1,4.25
150912,1,2,180,10,2,1,53,1,5,1,3.25
75120,1,2,360,10,2,1,33,1,5,1,4.13
133092,1,2,360,10,2,1,61,1,5,1,4.13
149628,2,2,180,10,2,1,46,1,4,1,3.25
78312,1,2,360,10,2,1,34,1,5,11,4.25
105000,1,2,360,10,2,1,59,1,5,1,4.13
102444,1,2,180,10,2,1,55,1,5,1,3.25
211224,2,2,138,10,2,1,48,1,5,1,3.38
84192,1,2,180,10,2,1,58,1,5,1,3.38
72804,2,2,360,10,2,1,35,1,5,1,4
100554,1,2,360,10,2,1,41,1,5,1,4.38
179364,1,2,360,10,2,1,47,1,5,1,4
187524,1,2,360,10,2,1,59,1,5,1,4.25
44652,1,2,360,10,2,1,31,1,5,1,4.25
51036,2,2,360,10,2,1,69,1,4,1,4.13
41484,1,2,360,10,2,1,39,1,5,1,4
109116,2,2,180,10,2,1,47,1,4,1,3.25
89064,1,2,360,10,2,2,59,1,4,1,4.25
55608,1,2,360,10,2,1,79,1,5,1,4.13
122628,1,2,180,10,2,1,62,1,5,1,3.25
95580,2,2,180,10,2,1,74,1,5,7,3.25
123012,2,2,348,10,2,2,43,1,3,1,4
41196,2,2,360,10,2,2,34,1,3,1,4
82536,2,2,300,10,2,1,42,1,3,6,4.63
48636,1,2,360,10,2,2,68,1,3,1,4.13
105564,2,2,360,10,2,1,37,1,3,1,4.13
73908,2,2,360,10,2,1,54,1,3,1,4
33456,2,2,360,10,2,1,46,1,3,1,4
55164,2,2,360,10,2,2,42,1,4,1,4.5
79992,1,2,360,10,2,1,43,1,4,1,4.25
44148,1,2,180,10,1,1,27,1,4,1,3.25
40032,1,2,360,10,1,2,26,1,4,1,4
52896,2,2,360,10,2,3,49,1,4,7,4.38
118020,1,2,360,10,2,1,56,1,4,1,4.25
73752,1,2,360,10,2,2,43,1,4,1,4.38
96156,2,2,360,10,2,2,63,1,4,1,4.25
81996,2,2,360,10,2,1,38,1,4,1,4.25
72432,2,2,360,10,2,2,49,1,4,1,4.25
74004,1,2,360,10,1,1,27,1,4,1,4
112632,2,2,360,10,2,2,44,1,4,1,4
76416,2,2,180,10,2,1,36,1,4,11,3.25
55056,1,2,360,10,2,1,28,1,4,1,4.25
82104,1,2,360,10,1,3,30,1,4,1,4.25
39108,1,2,360,10,2,2,35,1,4,1,4.13
31200,1,2,360,10,1,2,26,1,4,1,4.13
83100,1,2,360,10,1,1,30,1,4,1,4.13
100464,1,2,360,10,2,1,45,1,4,1,4.25
73188,1,2,360,10,1,2,33,1,4,1,4.5
54996,1,2,360,10,1,2,24,1,4,1,4.25
87996,2,2,360,10,2,2,48,1,4,1,4.13
53844,2,2,120,10,2,1,73,1,5,1,3.25
35664,1,2,360,10,1,1,33,1,5,1,4.13
81996,1,2,360,10,2,1,49,1,5,1,4.13
69000,1,2,360,10,2,2,30,1,5,1,4.25
135000,2,2,180,10,2,1,36,1,5,1,3.25
48300,2,2,294,10,2,1,39,1,5,1,4.38
36216,1,2,360,10,1,1,24,1,5,1,4
47688,1,2,360,10,1,1,33,1,5,2,4.25
68124,1,2,360,10,2,1,34,1,5,1,4.38
102852,2,2,360,10,2,2,41,1,5,1,4
69816,1,2,360,10,1,1,35,1,5,1,4
43140,1,2,360,10,1,1,29,1,5,1,4.38
67224,1,2,360,10,1,1,26,1,5,1,4.13
63600,1,2,360,10,1,1,27,1,5,7,4.25
52368,2,2,360,10,2,1,56,1,5,1,4.25
92556,1,2,360,10,1,2,28,1,5,1,4.38
54996,1,2,360,10,1,3,41,1,5,7,4.38
240096,1,2,360,10,2,1,31,1,5,1,4.25
42792,2,2,360,10,2,2,61,1,5,1,4
30420,1,2,360,10,2,2,51,1,5,2,4.13
30744,2,2,360,10,2,2,52,1,5,2,4.13
66696,2,2,180,10,2,1,42,1,5,1,3.25
126996,1,2,360,10,2,1,45,1,5,1,4.13
53172,1,2,360,10,2,1,33,1,5,1,4.13
40500,1,2,360,10,1,2,28,1,5,6,4
48780,2,2,360,10,2,2,45,1,5,11,4
50328,2,2,360,10,2,2,32,1,5,1,4
53328,2,2,360,10,2,1,58,1,5,1,4.38
80004,1,2,360,10,1,1,43,1,5,1,4
73728,1,2,360,10,2,1,33,1,5,1,4.38
52800,1,2,360,10,1,1,35,1,5,1,4
71928,1,2,360,10,2,1,52,1,5,1,4.13
73656,1,2,360,10,2,1,35,1,5,1,4.13
33060,1,2,360,10,2,1,88,1,5,1,4.5
32412,1,2,360,10,2,2,62,1,5,1,4.38
73260,2,2,360,10,2,2,46,1,5,1,4
27024,2,2,360,10,2,2,61,1,5,1,4
87840,2,2,360,10,2,1,37,1,5,1,4.13
48552,1,2,360,10,2,2,61,1,5,1,4
146520,1,2,360,10,2,2,42,1,5,1,4.13
48444,1,2,360,10,2,2,59,1,5,1,4.5
108156,1,2,360,10,1,2,42,1,5,1,4.13
63132,2,2,360,10,2,1,43,1,5,1,4.25
24600,2,2,360,10,2,2,80,1,5,1,4.13
50772,1,2,360,10,1,3,38,1,5,1,4.38
78012,2,2,180,10,2,1,64,1,5,1,3.25
21756,1,2,360,10,2,2,74,1,5,1,4.13
97323,1,2,180,10,2,1,39,1,5,1,3.38
46728,2,2,180,10,2,1,54,1,5,1,3.25
23628,2,2,360,10,2,3,83,1,5,6,4.38
186780,2,2,360,10,2,1,47,1,4,6,4.38
53040,1,2,360,10,2,1,36,1,5,1,4.13
118500,1,2,180,10,2,1,46,1,5,1,3.38
90168,2,2,360,10,2,1,31,1,5,1,4.13
28008,1,2,360,10,1,2,25,1,4,1,4.38
61944,1,2,360,10,1,1,25,1,4,1,4.25
51996,1,2,360,10,2,2,55,1,4,2,4
109440,2,2,360,10,2,1,54,1,4,1,4.13
44196,1,2,360,10,2,2,59,1,5,1,4.38
55248,2,2,360,10,2,1,48,1,5,11,4.13
24540,1,2,360,10,2,2,41,1,5,1,4
61200,2,2,360,10,2,2,34,1,5,1,4.13
112284,1,2,360,10,2,1,44,1,4,1,4.38
107904,2,2,180,10,2,1,46,1,4,1,3.25
44364,1,2,360,10,2,1,56,1,5,1,4.13
237192,1,2,360,10,2,1,46,1,5,1,4
71112,2,2,360,10,2,1,65,1,5,1,4.13
74412,2,2,180,10,2,2,47,1,5,1,3.25
16476,2,2,360,10,2,2,40,1,5,1,4.13
47832,1,2,360,10,2,2,44,1,5,1,4
45228,2,2,120,10,2,1,68,1,5,1,3
89784,2,2,360,10,2,1,59,1,5,1,4.13
28380,2,2,180,10,2,1,50,1,4,1,3.13
59244,2,2,360,10,2,1,31,1,5,1,3.88
57096,1,2,360,10,2,1,49,1,4,1,4.25
87936,1,2,360,10,1,1,39,1,5,1,4.13
66132,2,2,360,10,2,2,63,1,5,1,4
102576,2,2,360,10,2,1,42,1,5,1,4.25
129433,1,2,360,10,2,1,43,1,5,6,4.25
57276,1,2,360,10,1,2,27,1,5,1,4.38
38700,2,2,360,10,2,2,44,1,5,1,4.38
45006,2,2,360,9,2,1,56,1,3,1,4.25
69287,1,2,360,10,2,1,52,1,4,1,4.25
47088,1,2,360,10,2,1,29,1,4,1,4
97824,1,2,360,10,2,1,31,1,4,2,4.25
141240,1,2,360,10,2,1,57,1,5,1,4.25
80004,1,2,360,10,2,1,30,1,5,1,4.25
36504,1,2,360,10,2,1,44,1,5,1,4.13
42264,2,2,360,10,2,2,54,1,4,1,4
34992,2,2,360,10,2,1,72,1,5,1,4.13
115416,2,2,360,10,2,1,34,1,4,1,4.25
73379,2,2,360,10,2,1,62,1,4,1,4.25
82967,1,2,180,10,2,1,49,1,5,1,3.25
80244,1,2,360,10,2,1,63,1,5,1,4.25
57941,2,2,360,10,2,1,34,1,5,1,4.5
32004,1,2,360,10,2,2,36,1,5,1,4.38
82512,2,2,360,10,2,1,72,1,5,1,4.25
80256,1,2,360,10,2,1,42,1,5,1,4.25
67121,1,2,360,9,1,2,26,1,4,1,4
377352,2,2,180,9,2,2,23,1,5,1,3.38
114996,1,2,180,9,2,1,40,1,5,1,3.75
35640,2,2,300,10,2,1,40,1,5,1,4
70217,1,2,180,9,2,2,54,1,5,6,3.25
99996,1,2,180,9,2,2,35,1,5,1,3.25
166800,1,2,360,10,2,2,48,1,4,1,4
118764,1,2,360,10,2,1,63,1,5,1,4
84300,1,2,360,10,1,1,28,1,4,1,4.25
111420,1,2,360,10,2,2,45,1,5,1,4.13
135000,1,2,360,9,2,1,48,1,4,1,4.38
59712,1,2,360,10,2,2,41,1,4,1,4
57204,2,2,360,10,2,1,40,1,5,1,4
53016,2,2,360,9,2,1,57,1,3,1,4.5
47352,1,2,360,9,2,2,67,1,5,1,4.5
96300,2,2,360,9,2,1,31,1,4,1,4
67392,2,2,360,9,2,1,52,1,5,1,3.88
69804,2,2,360,10,2,1,58,1,4,1,4.25
66642,2,2,360,9,2,1,27,1,4,1,4.75
48890,1,2,360,9,2,1,63,1,4,1,4.13
66420,2,2,180,9,2,1,39,1,5,1,3.38
62693,2,2,360,9,2,1,39,1,5,1,4.5
76874,1,2,360,9,2,1,29,1,5,1,4.5
249708,1,2,240,9,2,2,51,1,5,1,4.5
80436,2,2,180,9,2,1,42,1,3,1,3.38
64437,2,2,180,9,2,1,44,1,5,1,3.38
96648,1,2,360,9,2,1,34,1,5,1,4.25
294924,1,2,180,9,2,1,37,1,4,1,3.5
49826,2,2,120,9,2,2,50,1,5,1,3.25
42936,2,2,180,9,2,1,66,1,5,11,3.5
29928,1,2,360,9,2,1,99,1,4,1,4.25
36624,1,2,360,9,2,2,23,1,4,1,4.25
99719,1,2,180,9,2,1,66,1,4,1,3.5
34000,1,2,180,9,2,2,22,1,5,1,3.25
33420,1,2,180,9,2,2,47,1,5,1,3.5
90116,2,2,360,9,2,1,35,1,5,1,4.13
64796,2,2,360,10,2,1,63,1,5,1,4.13
180654,1,2,360,10,2,1,29,1,5,1,4.25
411384,2,2,360,10,2,1,25,1,4,1,4.25
161064,1,2,360,9,2,1,45,1,4,1,4.38
172645,1,2,360,10,2,1,47,1,4,1,4
77611,1,2,360,10,2,1,57,1,4,1,4
166416,2,2,156,10,2,1,45,1,5,9,3
66123,1,2,360,10,2,1,74,1,4,1,4
105338,2,2,360,9,2,1,30,1,4,7,3.88
133152,1,2,360,10,2,1,50,1,4,1,4.13
104932,2,2,360,10,2,1,67,1,3,1,4.13
132492,2,2,360,10,2,1,32,1,5,1,4
