income,loan_purpose,coop_unit,trem_months,state_clean,first_hoam_loan,gender,age,num_units,credit_score,prop_typ,int_rate
45444,2,2,360,18,2,1,26,1,5,1,4.38
36192,2,2,360,18,2,1,99,1,5,1,4.75
25320,1,2,360,18,2,2,81,1,5,1,4.13
36420,2,2,360,18,2,2,99,1,5,1,4.25
82238,2,2,180,18,2,2,45,1,4,1,3.38
85900,1,2,180,18,2,1,31,1,5,1,3.25
62892,1,2,360,18,2,1,61,1,4,1,4.25
129453,1,2,360,18,2,1,99,1,4,1,4.25
68532,1,2,360,18,2,1,63,1,5,1,4.25
156187,1,2,360,18,2,1,55,1,5,1,4.25
71168,1,2,180,18,2,1,99,1,5,1,3.5
89794,2,2,180,18,2,1,52,1,5,1,3.63
74829,2,2,180,18,2,1,99,1,5,1,3.63
79992,2,2,180,18,2,1,60,1,5,1,3.63
27618,1,2,360,18,2,1,44,1,3,1,4.5
21390,2,2,360,18,2,2,99,1,4,1,4.5
32974,1,2,360,18,1,2,99,1,4,6,4.25
43920,1,2,360,18,2,2,71,1,5,1,4.25
34582,2,2,180,18,2,2,99,1,5,6,3.38
43188,2,2,240,18,2,1,38,1,5,1,4.25
89563,1,2,360,18,2,2,99,1,5,1,4.38
68684,1,2,360,18,2,1,34,1,5,1,4.25
34840,2,2,240,18,2,1,99,1,5,1,4.38
59939,2,2,360,18,2,1,36,1,4,1,4.38
39421,1,2,360,18,2,1,99,1,3,1,4.38
100070,2,2,360,18,2,2,32,1,5,1,4.25
86003,1,2,360,18,2,1,28,1,4,1,4.38
65000,1,2,360,18,1,2,99,1,5,1,4.13
89916,1,2,360,18,2,1,45,1,5,1,4.13
169314,2,2,360,18,2,1,32,1,5,1,4.38
103435,1,2,360,18,2,2,30,1,5,1,4.38
90000,1,2,180,18,1,3,30,1,5,1,3.38
76200,1,2,180,17,2,1,64,1,4,7,3.25
56377,1,2,360,18,2,1,26,1,4,1,4.13
68436,1,2,360,18,2,1,28,1,5,1,4.38
282840,1,2,360,18,2,3,32,1,5,1,4.13
41774,2,2,360,18,2,1,68,1,5,12,4.38
111852,1,2,360,18,2,1,33,1,5,1,4.25
106500,1,2,360,18,2,1,57,1,5,1,4.38
52686,1,2,360,18,2,1,42,1,5,7,4
62500,1,2,360,18,2,1,41,1,5,1,4.38
130893,1,2,360,18,2,3,99,1,5,1,4.25
122932,1,2,360,18,2,1,50,1,5,1,4.13
200532,1,2,360,18,2,3,44,1,5,1,4.25
72707,2,2,360,18,2,1,99,1,5,1,4.25
97500,1,2,180,18,2,3,39,1,5,1,3.25
90305,1,2,360,18,2,1,41,1,5,1,4.13
144514,1,2,360,18,2,2,33,1,5,1,4.5
135183,1,2,360,18,2,1,99,1,5,1,4.25
77580,1,2,360,18,2,1,99,1,5,1,4.13
110327,1,2,360,18,2,1,99,1,5,1,4.5
42888,1,2,360,18,2,1,40,1,5,1,4.13
46000,1,2,360,18,2,1,30,1,4,6,3.88
70732,1,2,360,18,2,1,27,1,5,1,4.13
150418,1,2,360,18,2,1,99,1,5,7,4.38
77704,1,2,360,18,2,1,67,1,5,1,4.38
143700,1,2,360,18,2,1,68,1,5,6,4
42000,1,2,360,18,2,1,99,1,3,1,4.5
135274,1,2,360,18,2,1,38,1,3,1,4.38
26194,1,2,360,18,2,2,75,1,4,1,4.38
57488,1,2,360,18,2,2,41,1,4,1,4.13
104616,1,2,360,18,2,1,99,1,4,1,4.25
43692,1,2,360,18,2,2,27,1,4,1,4.38
80225,1,2,360,18,2,1,45,1,4,1,4.25
30600,2,2,360,18,2,2,53,1,4,7,4.25
41101,1,2,360,18,2,2,40,1,4,1,4.5
82392,1,2,360,18,2,2,29,1,4,1,4.5
58006,2,2,360,18,2,2,99,1,4,1,4.38
94764,1,2,360,18,2,2,53,1,4,1,4.38
55344,1,2,360,18,1,1,99,1,4,1,4
70800,1,2,360,18,2,2,29,1,4,1,4.25
115000,1,2,360,18,2,3,99,1,4,1,4.25
54132,1,2,360,18,2,2,63,1,5,1,4.13
29827,1,2,360,18,2,2,51,1,5,4,4.25
58240,2,2,360,18,2,1,41,1,5,1,4
50502,1,2,360,18,2,1,67,1,5,1,4.5
23282,2,2,120,18,2,2,99,1,5,1,3.63
450000,1,2,360,18,2,1,52,1,5,1,4.38
106596,1,2,360,18,2,3,34,1,5,6,4.13
43377,1,2,360,18,2,2,33,1,5,1,4.38
41580,1,2,360,18,1,3,43,1,5,1,4.25
85992,1,2,360,18,2,1,55,1,5,2,4.38
36539,1,2,360,18,2,2,29,1,5,1,4.13
56778,1,2,360,18,2,1,30,1,5,1,4.25
63869,1,2,360,18,2,1,29,1,5,1,4.38
87000,1,2,360,18,2,1,52,1,5,1,4.38
47604,1,2,360,18,2,3,50,1,5,1,4.13
37648,2,2,360,18,2,2,44,1,5,1,4.38
37698,2,2,240,18,2,2,65,1,5,6,4.13
50613,1,2,360,18,2,2,30,1,5,1,4.13
34332,1,2,360,18,1,1,34,1,5,7,4.13
149966,1,2,360,18,2,1,99,1,5,1,4.38
38112,1,2,360,18,2,2,62,1,5,1,4.13
98567,1,2,360,18,2,2,99,1,5,1,4.38
58236,1,2,360,18,2,2,45,1,5,1,4.25
120000,2,2,180,18,2,1,99,1,4,1,3.5
259020,2,2,360,18,2,1,99,1,4,1,4.25
59280,2,2,240,18,2,1,46,1,5,1,4.13
99636,2,2,180,18,2,1,99,1,5,1,3.38
81408,2,2,180,18,2,2,99,1,5,1,3.5
94176,2,2,120,18,2,2,70,1,5,1,3.13
116616,2,2,360,18,2,1,99,1,5,2,4.25
68856,1,2,180,18,2,1,99,1,5,1,3.38
85464,1,2,360,18,2,1,99,1,5,1,4.13
85500,1,2,360,18,2,1,35,1,5,1,4.13
16008,1,2,360,18,2,1,41,1,4,1,4.38
95952,2,2,360,18,2,1,99,1,4,1,4.13
73452,1,2,360,18,2,1,47,1,5,1,4.13
31260,1,2,360,18,1,2,99,1,5,1,4.38
23628,2,2,360,18,2,2,99,1,5,1,4.13
22056,1,2,240,18,2,2,99,1,5,1,3.88
113889,2,2,240,18,2,3,99,1,5,1,4.13
65435,1,2,360,18,2,1,99,1,3,1,4.13
31408,1,2,360,18,2,3,99,1,3,1,4
118272,1,2,360,18,2,1,99,1,4,1,4.25
134028,1,2,360,18,2,2,99,1,4,1,4.13
67620,1,2,360,18,2,1,38,1,5,1,3.88
71676,1,2,360,18,2,2,35,1,4,1,4.13
121992,1,2,360,18,2,2,99,1,3,12,4.25
113712,1,2,360,18,2,3,99,1,4,1,4.25
47316,2,2,360,18,2,1,35,1,4,1,4
76247,1,2,360,18,2,3,99,1,5,1,4.25
93612,1,2,360,18,2,1,54,1,4,7,4.13
89616,2,2,240,18,2,1,43,1,5,1,3.75
90913,1,2,360,18,2,2,31,1,5,1,4.25
97254,2,2,360,18,2,1,36,1,4,1,4.38
692320,2,2,120,18,2,3,99,1,4,1,3.5
63768,1,2,360,18,2,1,55,1,5,1,4.38
95988,2,2,360,18,2,1,43,1,3,1,4.13
59016,2,2,360,18,2,3,99,1,5,1,4.25
94992,1,2,360,18,2,1,99,1,5,1,4
61360,1,2,360,18,2,2,99,1,4,1,4
100847,1,2,360,18,2,1,27,1,4,1,4.13
39894,2,2,360,18,2,1,59,1,4,1,4.38
30300,2,2,180,18,2,1,99,1,5,1,3.25
110028,1,2,360,18,2,2,33,1,5,1,4.13
100320,2,2,240,18,2,3,99,1,5,1,4.13
67662,1,2,360,18,2,3,99,1,4,1,4.25
39348,1,2,360,18,2,1,29,1,4,7,3.88
33946,2,2,360,18,2,3,99,1,4,1,4
108000,2,2,360,18,2,1,48,1,4,1,4.13
69015,1,2,360,18,2,1,55,1,5,1,4
74160,2,2,180,18,2,3,99,1,4,1,3.25
71580,2,2,360,18,2,1,29,1,4,1,4
103215,2,2,180,18,2,1,99,1,4,1,3.38
83160,1,2,240,18,2,1,56,1,5,1,3.88
36000,2,2,360,18,2,1,32,1,5,1,4.38
103656,1,2,360,18,2,2,99,1,5,1,3.88
127500,2,2,300,18,2,2,99,1,4,1,4.25
176411,1,2,360,18,2,2,44,1,5,1,4.13
155400,2,2,240,18,2,2,34,1,5,1,3.75
72600,1,2,360,18,2,1,28,1,5,1,4.38
104712,1,2,360,18,2,2,31,1,4,1,4.13
64212,2,2,360,18,2,1,32,1,5,1,4.13
96876,1,2,360,18,2,1,34,1,5,7,4.13
111576,1,2,240,18,2,1,30,1,4,1,4.13
150528,1,2,360,18,2,1,28,1,4,1,4.25
104820,1,2,360,18,2,1,99,1,4,1,4.13
81516,1,2,240,18,2,2,48,1,4,1,4
67656,1,2,360,18,2,2,27,1,5,1,4.38
46610,1,2,360,18,2,1,65,1,5,1,4.5
105852,1,2,360,18,2,1,42,1,5,1,4.13
42000,1,2,360,18,2,1,99,1,5,1,4.25
101892,1,2,360,18,2,1,99,1,4,1,3.88
124598,1,2,180,18,2,3,99,1,5,1,3.38
219636,2,2,360,18,2,1,38,1,4,1,3.88
57755,1,2,360,18,2,3,99,1,5,1,4
109428,1,2,360,18,2,1,30,1,4,1,4.25
82000,1,2,360,18,2,3,99,1,5,1,4.13
85140,2,2,240,18,2,1,99,1,5,1,3.63
109068,1,2,360,18,2,1,99,1,5,1,4.25
80988,1,2,360,18,2,1,48,1,5,1,4.25
70848,1,2,360,18,2,1,99,1,4,1,4
191209,1,2,360,18,2,3,99,1,5,1,4.13
111180,1,2,360,18,2,2,46,1,5,1,4.38
51224,1,2,360,18,2,1,79,1,5,1,4.25
58392,1,2,360,18,2,1,99,1,4,1,4
57108,1,2,360,18,2,1,37,1,5,4,4.13
90800,1,2,180,18,1,1,99,1,5,1,3.88
67195,1,2,360,18,1,3,99,1,5,2,4.13
61936,1,2,360,18,2,3,99,1,4,1,4.13
81468,1,2,360,18,2,1,31,1,5,1,4
90027,1,2,360,18,2,3,99,1,5,1,4.13
70728,1,2,360,18,2,1,99,1,5,1,4.13
79404,1,2,360,18,2,1,46,1,5,1,4.13
91992,1,2,360,18,2,1,99,1,5,1,4.38
84000,1,2,360,18,2,1,49,1,5,1,4.38
144000,1,2,360,18,2,1,99,1,5,1,4
290521,1,2,360,18,2,1,39,1,5,1,4
158712,1,2,360,18,2,1,99,1,5,1,4.25
76018,1,2,240,18,2,3,99,1,5,1,4
205500,1,2,360,18,2,1,53,1,5,2,4.13
145128,1,2,360,18,2,2,31,1,5,1,3.88
102145,1,2,360,18,2,3,99,1,5,1,4
40326,2,2,180,18,2,3,99,1,5,1,3.63
112920,1,2,360,18,2,2,48,1,5,1,4.25
56181,1,2,360,18,2,1,99,1,5,1,4
45876,1,2,360,18,2,1,77,1,5,6,4.5
53247,1,2,360,18,2,1,67,1,5,1,4.13
99095,1,2,360,18,2,3,99,1,5,1,4.5
216480,1,2,360,18,2,1,62,1,5,1,3.88
77584,1,2,360,18,2,2,99,1,5,1,4.13
103992,1,2,360,18,2,1,99,1,5,7,4
94016,2,2,240,18,2,1,99,1,5,1,3.63
56774,1,2,360,18,2,3,99,1,5,1,4.25
174000,2,2,360,18,2,1,99,1,5,1,3.88
100465,1,2,180,18,2,3,99,1,5,1,3.38
48468,2,2,360,18,2,1,66,1,5,1,4.63
149285,1,2,240,18,2,3,99,1,5,2,3.88
89052,2,2,360,18,2,1,38,1,5,1,4.13
58116,1,2,240,18,2,1,63,1,5,1,4.25
98244,1,2,360,18,2,2,32,1,5,4,4.13
41676,1,2,360,18,2,1,62,1,5,1,4.63
148500,1,2,180,18,2,1,99,1,5,1,3.5
132042,1,2,360,18,2,3,99,1,3,1,4.25
83388,1,2,240,18,2,1,99,1,3,1,3.75
83388,2,2,240,18,2,1,99,1,3,1,3.5
87420,1,2,360,18,2,1,99,1,5,1,4
53736,1,2,360,18,2,1,99,1,4,1,4
30204,2,2,360,18,2,1,99,1,3,7,4
55416,2,2,360,18,2,2,99,1,3,1,4.25
32001,1,2,360,18,1,1,99,1,3,1,4.25
62292,2,2,360,18,2,1,44,1,3,11,4.25
65245,1,2,360,18,2,2,99,1,3,1,4
46360,1,2,240,18,1,1,99,1,3,1,4.25
90060,2,2,360,18,2,1,37,1,4,7,4.25
61260,1,2,360,18,1,3,99,1,4,1,4.25
39936,1,2,360,18,2,1,99,1,4,7,4.25
48268,2,2,360,18,2,1,99,1,4,1,4.38
37875,2,2,180,18,2,2,99,1,4,1,3.5
70000,1,2,360,18,2,3,99,1,4,1,4.25
77022,2,2,360,18,2,3,99,1,4,7,4
43680,1,2,360,18,2,3,99,1,4,1,4.38
39780,1,2,360,18,2,3,99,1,4,1,4.13
41600,1,2,360,18,2,2,99,1,4,1,4.25
65064,1,2,240,18,2,1,24,1,4,1,4.38
60000,1,2,360,18,2,1,27,1,4,1,4.13
54888,2,2,360,18,2,2,56,1,4,1,4.13
70992,1,2,360,18,2,1,99,1,4,2,3.88
42348,1,2,360,18,2,1,26,1,4,1,4.25
26004,2,2,360,18,2,1,33,1,4,1,4.5
31668,2,2,360,18,2,1,31,1,4,1,4.38
30636,1,2,360,18,2,1,24,1,4,1,4.13
52000,1,2,360,18,2,1,99,1,4,1,4.25
27660,1,2,360,18,2,1,27,1,4,7,4.13
37856,2,2,360,18,2,1,55,1,4,1,4.13
39996,1,2,180,18,2,1,99,1,4,1,3.5
21840,1,2,360,18,2,2,99,1,4,2,4
27040,1,2,360,18,2,3,99,1,4,7,4.13
67901,1,2,360,18,2,1,99,1,4,1,4.13
25524,1,2,360,18,2,1,31,1,4,1,4.25
24440,2,2,360,18,2,3,99,1,4,1,4.25
42000,1,2,360,18,2,2,99,1,4,11,4
35196,1,2,360,18,1,1,25,1,4,1,4
34392,1,2,360,18,2,2,24,1,4,1,4.13
33000,1,2,360,18,2,2,26,1,4,1,4.13
40440,1,2,360,18,2,2,27,1,4,1,4.13
105687,2,2,360,18,2,2,46,1,5,1,4.5
47028,1,2,360,18,2,2,28,1,5,1,4
82677,1,2,360,18,2,2,35,1,5,1,4.25
78252,1,2,360,18,2,1,32,1,5,1,3.88
35496,1,2,360,18,2,2,24,1,5,1,4.13
36396,1,2,360,18,2,1,37,1,5,2,4.25
48420,1,2,360,18,2,1,28,1,5,2,4.5
127905,1,2,360,18,2,3,99,1,5,1,4.38
58400,1,2,360,18,2,3,99,1,5,1,4
21335,2,2,360,18,2,1,73,1,5,1,4.25
46860,1,2,240,18,2,2,57,1,5,1,4.13
51229,1,2,360,18,2,2,28,1,5,1,4.13
56544,1,2,360,18,2,1,99,1,5,1,4.25
54084,1,2,360,18,1,2,25,1,5,1,4.38
65489,1,2,360,18,2,3,99,1,5,1,4.13
56650,1,2,240,18,1,1,99,1,5,1,3.88
147202,1,2,180,18,2,3,99,1,5,1,3.38
45240,1,2,360,18,2,2,99,1,5,1,4
85000,2,2,240,18,2,3,99,1,5,1,4.13
60000,1,2,360,18,2,3,99,1,5,1,4.25
51432,2,2,360,18,2,1,48,1,5,2,4.38
29630,2,2,360,18,2,1,99,1,5,6,4.25
46992,1,2,360,18,2,2,32,1,5,1,4.13
55632,2,2,360,18,2,1,53,1,5,1,4.13
98844,1,2,360,18,2,1,43,1,5,1,3.88
50040,2,2,360,18,2,2,99,1,5,1,4
32028,2,2,240,18,2,1,43,1,5,1,4.25
41496,1,2,360,18,1,2,31,1,5,1,4.38
36360,1,2,360,18,2,1,26,1,5,1,4.25
58500,1,2,360,18,2,1,27,1,5,1,4.25
90000,2,2,360,18,2,1,54,1,5,1,4
56149,1,2,240,18,2,3,99,1,5,1,3.88
106800,1,2,360,18,2,1,99,1,5,1,4
86765,1,2,360,18,2,2,99,1,5,1,4
39874,1,2,360,18,1,1,99,1,5,1,3.88
27040,1,2,360,18,2,3,99,1,5,1,4.38
32544,1,2,360,18,2,2,30,1,5,11,4.13
24000,1,2,360,18,2,1,99,1,5,1,4.13
58671,1,2,360,18,2,1,54,1,5,7,4.13
40000,1,2,360,18,2,2,52,1,5,2,4.25
88092,1,2,360,18,2,1,48,1,5,1,4.25
58373,1,2,360,18,2,3,99,1,5,1,4
37539,2,2,360,18,2,3,99,1,5,1,4
64500,1,2,360,18,2,2,28,1,5,1,3.88
65892,1,2,360,18,2,2,46,1,5,1,4.38
80796,1,2,240,18,2,2,99,1,5,1,3.88
325551,1,2,180,18,2,3,99,1,5,1,3.38
54458,1,2,360,18,2,1,50,1,5,6,4.13
60000,1,2,360,18,2,1,32,1,5,6,4.13
50211,1,2,360,18,2,2,99,1,5,1,3.88
60370,1,2,360,18,2,1,99,1,5,7,4.25
54684,1,2,360,18,2,1,43,1,5,1,4
66972,1,2,360,18,2,2,99,1,5,1,4.5
82320,1,2,360,18,2,3,99,1,5,1,4.13
70729,1,2,360,18,2,1,49,1,5,1,4.38
63676,1,2,360,18,2,1,35,1,4,1,4.25
92000,1,2,360,18,2,1,37,1,4,1,4.25
52218,1,2,360,18,2,1,31,1,5,1,4.38
167894,1,2,360,18,2,2,33,1,5,1,4.25
38888,2,2,180,18,2,1,66,1,5,1,3.25
154044,2,2,360,18,2,1,40,1,5,1,4.25
78432,2,2,240,18,2,1,30,1,5,1,4
123016,1,2,360,18,2,1,25,1,5,7,4.5
76961,1,2,360,18,2,2,28,1,5,1,4.25
90215,1,2,360,18,2,1,62,1,5,1,4.25
56019,1,2,360,18,2,1,27,1,5,1,4.38
132318,1,2,360,18,2,1,31,1,5,1,4.13
86100,1,2,360,18,2,1,41,1,5,1,4.13
104768,2,2,180,18,2,1,36,1,5,1,3.5
98431,1,2,360,18,2,1,35,1,5,1,4.13
55722,2,2,360,18,2,1,62,1,5,1,4.13
64022,1,2,180,18,2,1,56,1,5,1,3.5
94130,1,2,360,18,2,1,67,1,5,1,4.38
85700,1,2,360,18,2,2,52,1,5,1,4.25
161570,1,2,360,18,2,1,60,1,5,1,4.38
64671,2,2,360,18,2,1,33,1,3,1,4.38
49002,1,2,360,18,2,2,70,1,4,1,4.13
58141,1,2,360,18,2,1,35,1,4,1,4.5
34443,2,2,360,18,2,2,47,1,4,1,4.13
65000,1,2,180,18,2,2,40,1,4,1,3.5
23024,2,2,360,18,2,2,32,1,5,6,4.25
52400,1,2,360,18,2,2,25,1,5,1,4.25
45159,1,2,360,18,2,2,65,1,5,1,4.13
64176,1,2,360,18,2,2,61,1,5,7,4.25
51154,1,2,360,18,2,2,52,1,5,1,4.25
38284,1,2,360,18,2,2,24,1,5,1,4.25
25838,2,2,360,18,2,1,72,1,5,1,4.25
153747,1,2,360,18,2,1,43,1,5,2,4.25
167753,2,2,360,18,2,1,38,1,5,1,4.38
87462,2,2,360,18,2,1,47,1,5,1,4.38
30076,1,2,360,18,2,2,72,1,5,1,4.13
77401,2,2,360,18,2,1,31,1,5,1,3.88
54852,2,2,180,18,2,1,99,1,4,7,3.5
337833,2,2,180,18,2,1,99,1,5,1,3.38
100560,1,2,180,18,2,1,99,1,5,1,3.5
72084,1,2,360,18,1,1,99,1,5,1,4.75
72096,1,2,360,18,2,1,31,1,4,2,4.13
76044,2,2,360,17,2,2,45,1,4,1,4.25
44316,1,2,360,18,1,2,99,1,5,1,4.25
59280,1,2,360,18,2,1,30,1,5,1,3.88
53360,1,2,360,18,2,1,36,1,3,1,3.88
86541,1,2,360,18,2,1,30,1,4,1,4.38
27691,1,2,360,18,2,3,99,1,4,1,4.25
110296,1,2,360,18,2,1,55,1,3,1,4.13
93600,2,2,180,18,2,1,99,1,3,1,3.38
99522,2,2,360,18,2,2,35,1,3,7,4.13
84316,2,2,306,18,2,2,41,1,5,1,4.38
102193,1,2,360,18,2,3,99,1,4,1,3.88
69792,2,2,360,18,2,1,42,1,5,1,4.13
85000,1,2,360,18,2,3,99,1,4,1,4.25
106236,1,2,360,18,2,1,45,1,5,1,4
77833,2,2,120,18,2,1,63,1,3,1,3.75
104256,1,2,240,18,2,2,36,1,5,7,3.75
40063,2,2,240,18,2,1,68,1,4,1,3.75
114947,2,2,180,18,2,3,99,1,4,1,3.38
70000,1,2,180,18,2,1,99,1,5,11,3.13
48327,1,2,360,18,2,1,99,1,5,7,3.88
65245,1,2,360,18,2,1,35,1,4,1,3.88
82152,1,2,360,18,2,1,37,1,5,1,4
176640,2,2,360,18,2,1,52,1,5,1,4.5
479990,1,2,180,18,2,1,34,1,5,1,3.13
63370,1,2,360,18,2,3,99,1,5,1,4.25
98568,1,2,360,18,2,1,26,1,4,1,4.25
133400,1,2,360,18,2,3,99,1,3,1,4.13
67000,1,2,360,18,2,1,44,1,5,1,4
280018,1,2,180,18,1,3,99,1,4,7,3.5
72613,2,2,240,18,2,2,99,1,5,1,4
68464,2,2,360,18,2,1,57,1,4,1,4.38
72276,1,2,360,18,2,2,28,1,5,1,4.25
170183,2,2,360,18,2,1,43,1,5,11,4.13
69768,2,2,240,18,2,1,44,1,5,1,3.88
71364,1,2,240,18,2,1,51,1,5,1,4.25
95491,1,2,360,18,2,1,54,1,5,1,4.13
91008,1,2,240,18,2,1,52,1,4,1,4
80535,1,2,360,18,2,3,99,1,5,1,4.13
125000,1,2,360,18,2,3,99,1,5,1,4
52221,2,2,360,18,2,1,36,1,3,1,4.25
65292,1,2,360,18,2,1,99,1,5,1,4.13
224088,1,2,360,18,2,1,99,1,3,1,4.25
150000,1,2,360,18,2,3,99,1,5,2,4
106234,1,2,360,18,2,3,99,1,5,1,4.25
184154,1,2,360,18,2,3,99,1,5,1,3.88
143178,1,2,360,18,2,3,99,1,5,1,4.38
99480,1,2,360,18,2,1,46,1,5,1,4.5
104592,1,2,360,18,2,1,28,1,5,7,4.25
107758,2,2,360,18,2,2,99,1,5,6,4.25
75000,2,2,360,18,2,3,99,1,5,1,3.88
112285,1,2,180,18,2,3,99,1,5,1,3.38
173297,1,2,360,18,2,1,43,1,5,1,4.25
101712,1,2,360,18,2,1,99,1,5,1,4.13
468000,1,2,180,18,2,3,99,1,5,1,3.38
85128,1,2,360,18,2,1,36,1,5,1,4.13
92352,1,2,360,18,2,1,33,1,5,1,3.88
86156,1,2,360,18,2,1,38,1,5,1,4.25
156937,2,2,360,18,2,3,99,1,5,1,3.88
55986,1,2,360,18,2,1,36,1,5,1,4.38
52020,2,2,360,18,2,1,38,1,4,1,4.38
138000,1,2,360,18,2,3,99,1,5,1,4.13
58233,1,2,360,18,2,1,65,1,5,1,4.13
141108,1,2,360,18,2,1,39,1,5,1,4.25
184164,1,2,360,18,2,2,44,1,5,1,4.38
111865,2,2,120,18,2,3,99,1,5,1,3.38
300000,2,2,180,18,2,1,99,1,3,1,3.5
309000,1,2,360,18,2,1,99,1,3,2,4.25
35211,2,2,240,18,2,2,44,1,4,6,4.25
84324,1,2,360,18,2,2,99,1,4,1,4.5
49761,1,2,360,18,2,1,63,1,4,1,4.25
70646,2,2,180,18,2,3,99,1,4,1,3.38
32178,2,2,360,18,2,2,47,1,4,1,4.25
67408,1,2,360,18,2,1,49,1,4,6,4.13
42996,1,2,360,18,2,1,26,1,4,1,4.13
41717,2,2,360,18,2,1,39,1,4,1,4.25
37392,1,2,360,18,2,2,29,1,4,1,3.88
50067,1,2,360,18,2,1,26,1,4,1,4.13
36312,1,2,360,18,2,1,24,1,4,1,4
180000,1,2,360,18,2,1,99,1,4,1,4.13
150000,1,2,180,18,2,3,99,1,4,7,3.25
51180,2,2,360,18,2,2,44,1,5,1,4.25
85896,2,2,240,18,2,1,61,1,5,7,4.13
26000,1,2,360,18,2,2,99,1,5,1,4.5
68490,2,2,180,18,2,3,99,1,5,1,3.38
43680,1,2,360,18,2,2,35,1,5,1,4.25
33492,1,2,360,18,2,2,49,1,5,1,3.88
53496,1,2,360,18,2,2,31,1,5,1,4.25
88464,1,2,360,18,2,1,99,1,5,2,4.38
54900,1,2,360,18,2,2,99,1,5,1,4.25
42118,1,2,360,18,2,1,28,1,5,1,4.38
195874,2,2,180,18,2,1,99,1,5,1,3.13
29595,1,2,360,18,2,2,72,1,5,1,4.13
145673,1,2,360,18,2,1,46,1,5,1,4.13
41600,1,2,360,18,2,1,25,1,5,1,4.13
63000,1,2,360,18,2,1,25,1,5,1,4.13
195000,1,2,360,18,2,1,99,1,5,1,4
47403,2,2,360,18,2,1,34,1,5,1,4.5
82404,1,2,360,18,2,1,99,1,5,1,4
156000,2,2,360,18,2,2,41,1,5,1,4.5
136488,1,2,360,18,2,2,99,1,5,2,4.25
55849,1,2,360,18,2,3,99,1,5,1,4.38
54996,2,2,360,18,2,2,99,1,5,1,3.88
82000,1,2,180,18,2,1,39,1,5,7,3.13
59088,1,2,360,18,2,2,50,1,5,1,4.25
88080,1,2,360,18,2,2,40,1,5,7,4
64501,2,2,240,18,2,1,37,1,5,1,4
78840,1,2,180,18,2,1,64,1,4,1,3.38
145785,1,2,240,18,2,1,99,1,4,1,3.75
63552,1,2,360,18,2,1,34,1,4,1,4
508800,2,2,180,18,2,1,48,1,4,1,3.25
49566,1,2,360,18,2,1,99,1,5,1,4.13
34674,1,2,360,18,2,2,99,1,5,1,4.13
59748,1,2,360,18,2,1,50,1,5,1,4.13
50439,1,2,360,18,2,1,68,1,5,1,4.25
36852,2,2,180,18,2,1,63,1,5,1,3.25
48396,1,2,360,18,2,1,44,1,3,1,4.25
11016,1,2,360,18,2,3,74,1,4,1,4.25
80568,2,2,360,18,2,1,48,1,4,1,4.25
42085,2,2,240,18,2,2,99,1,4,2,3.88
36996,1,2,360,18,1,1,29,1,5,1,4.25
75432,1,2,180,18,1,2,28,1,5,1,3.38
73704,1,2,360,18,2,2,64,1,5,1,3.88
34356,1,2,360,18,2,2,58,1,5,1,4.13
40893,2,2,240,18,2,1,99,1,5,7,4.38
79042,2,2,180,18,2,2,99,1,4,1,3.75
78800,1,2,360,18,2,1,99,1,4,1,4.38
46319,1,2,360,18,1,1,99,1,4,1,4.63
70212,1,2,360,18,2,1,33,1,5,1,4.38
97850,1,2,180,18,2,1,48,1,5,1,3.25
53880,2,2,180,18,2,1,99,1,5,1,3.25
47382,1,2,180,18,2,1,99,1,5,1,3.5
36900,1,2,180,18,2,1,99,1,5,1,3.5
41670,1,2,360,18,2,1,38,1,5,1,4
44280,2,2,360,18,2,1,99,1,5,1,4.5
47502,1,2,180,18,2,2,99,1,5,1,3.38
150116,1,2,360,18,2,1,99,1,5,1,4.5
81924,2,2,360,18,2,1,52,1,4,1,4.13
75522,1,2,360,18,2,1,61,1,5,1,4
57201,2,2,180,18,2,1,69,1,4,1,3.75
104973,2,2,180,18,2,1,69,1,5,1,3.5
257850,2,2,180,18,2,1,61,1,4,1,3.5
94162,2,2,360,18,2,1,46,1,5,1,4.13
117528,1,2,360,17,2,1,52,1,5,1,3.88
127686,1,2,360,18,2,2,80,1,5,1,4.13
87168,2,2,360,18,2,1,62,1,5,1,4.25
29120,1,2,180,18,1,1,24,1,4,1,3.75
70000,2,2,360,18,2,1,27,1,4,1,4.13
33831,1,2,360,18,1,2,24,1,5,1,4.25
78416,1,2,360,18,2,1,65,1,5,1,4.13
210180,1,2,180,18,2,2,79,1,5,1,3.38
81600,2,2,360,18,2,3,66,1,5,2,4.38
70063,2,2,360,18,2,1,40,1,3,1,4.25
36166,2,2,180,18,2,1,30,1,4,6,3.38
61020,1,2,360,18,2,1,25,1,4,1,4.38
74652,1,2,360,18,2,2,31,1,4,1,4.25
91272,1,2,360,18,2,1,33,1,5,1,4.25
254292,1,2,360,18,2,1,32,1,5,1,4.38
46500,1,2,360,18,2,1,34,1,5,1,4.25
45696,1,2,360,18,2,1,22,1,3,12,4.25
44760,2,2,360,18,2,2,61,1,3,1,4.25
44028,1,2,360,18,2,2,55,1,4,2,4.25
78828,1,2,360,18,2,2,48,1,4,6,4.25
43020,1,2,360,18,2,1,29,1,4,1,4.25
43593,1,2,360,18,2,1,53,1,5,1,4.25
56214,2,2,240,18,2,2,42,1,5,1,4
80039,1,2,360,18,2,2,44,1,5,1,4.25
